open_time,open,high,low,close,volume,close_time,funding,open_interest,long_short_ratio,taker_buy_sell_ratio,btc_dom,spx,dxy,dji,vix,ndx,gold
2022-06-01 00:00:00,31797.9,31986.1,31610.1,31624.0,37326.652,2022-06-01 03:59:59,1.0E-4,87997.425,1.2215874973628265,0.6948793612,1504.8,4143.9502,101.753,33073.39062,25.25,12694.36328,1836.55005
2022-06-01 04:00:00,31624.0,31666.0,31358.0,31479.6,43663.505,2022-06-01 07:59:59,1.0E-4,89160.945,1.1599894692828272,1.5822550621,1511.2,4143.9502,101.753,33073.39062,25.25,12694.36328,1836.84998
2022-06-01 08:00:00,31479.6,31700.0,31427.5,31596.0,44477.213,2022-06-01 11:59:59,1.0E-4,88214.678,1.2136757553193174,0.8201212499,1505.0,4143.9502,101.753,33073.39062,25.25,12694.36328,1833.81995
2022-06-01 12:00:00,31596.0,31888.0,30710.1,30733.7,146447.073,2022-06-01 15:59:59,1.0E-4,87554.513,1.2424773728853717,0.8887113427,1505.0,4143.9502,101.753,33073.39062,25.25,12694.36328,1829.84998
2022-06-01 16:00:00,30733.6,30745.0,29874.4,30116.5,181741.873,2022-06-01 19:59:59,1.0E-4,87943.698,1.4247132685630108,0.6648380865,1512.8,4080.34009,102.626,32614.32031,27.43,12510.20312,1845.58997
2022-06-01 20:00:00,30116.5,30151.2,29300.0,29796.9,103336.44,2022-06-01 23:59:59,1.0E-4,87976.783,1.772860073351153,0.702296765,1524.0,4121.77979,102.508,32937.19141,25.49,12618.5498,1847.43005
2022-06-02 00:00:00,29796.9,29899.9,29566.1,29718.4,41282.867,2022-06-02 03:59:59,-1.452E-5,83554.094,1.9633351249036057,1.5952595927,1518.6,4121.77979,102.508,32937.19141,25.49,12618.5498,1846.04004
2022-06-02 04:00:00,29718.5,30113.5,29633.2,29952.8,37033.707,2022-06-02 07:59:59,-1.452E-5,82766.544,1.9857998719473156,0.9159931836,1521.5,4121.77979,102.508,32937.19141,25.49,12618.5498,1844.81006
2022-06-02 08:00:00,29952.8,30197.0,29845.2,30157.8,45168.227,2022-06-02 11:59:59,-1.452E-5,83846.271,2.0630722973896405,0.6838564142,1520.4,4121.77979,102.508,32937.19141,25.49,12618.5498,1851.28003
2022-06-02 12:00:00,30157.8,30380.0,29579.9,30194.4,145003.095,2022-06-02 15:59:59,2.265E-5,84565.361,1.9578293771424875,1.2118927923,1515.7,4121.77979,102.508,32937.19141,25.49,12618.5498,1855.90002
2022-06-02 16:00:00,30194.4,30399.8,29948.6,30272.2,56471.275,2022-06-02 19:59:59,2.265E-5,86436.517,1.5531970019431849,0.6180783123,1529.2,4126.25977,101.892,32882.57031,24.76,12693.9873,1868.04004
2022-06-02 20:00:00,30272.2,30750.0,30215.0,30437.1,45965.516,2022-06-02 23:59:59,2.107E-5,86901.821,1.4731424326571039,0.9916403748,1528.5,4164.6499,101.783,33135.92188,24.75,12852.78418,1869.76001
2022-06-03 00:00:00,30437.1,30693.2,30330.4,30510.5,37266.905,2022-06-03 03:59:59,2.107E-5,84367.169,1.549510090807831,1.4015368837,1523.9,4164.6499,101.783,33135.92188,24.75,12852.78418,1870.0
